#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Sun, 25 Apr 2021 23:47:57 -0700
#
# name	gender	related
Garrick	m	
Garry	m	
Garsea	m	
Garth	m	
Garvan	m	Garbhán
Gary	m	Gaz
Gáspár	m	
Gaspar	m	Caspar,Jasper
Gaspard	m	
Gaspare	m	
Gasparo	m	
Gašper	m	
Gasto	m	
Gastón	m	
Gaston	m	
Gastone	m	
Gathbiyya	f	Gazbiyya,Jathbiyya,Jathibiyya
Gaubert	m	
Gaufrid	m	
Gauhar	f	
Gaultier	m	
Gauri	f	
Gautam	m	Goutam
Gautama	m	
Gautbert	m	Gozzo
Gaute	m	
Gauthier	m	Gautier
Gauti	m	
Gautier	m	Gauthier
Gautselin	m	Gozzo
Gautstafr	m	
Gautvin	m	
Gauvain	m	
Gavin	m	
Gavino	m	
Gavrail	m	Gavril
Gavrel	m	
Gavri'el	m	
Gavriel	m	
Gavriil	m	
Gavriilu	m	
Gavril	m	Gabi,Gabriel,Gavrail
Gavrila	f	
Gavrilo	m	
Gawahir	f	Jawahir
Gawain	m	Walganus
Gawdat	m	Jawdat
Gaweł	m	
Gay	f	Gaye
Gayane	f	
Gayathri	f	
Gayatri	f	
Gaye	f	Gay
Gayelord	m	Gaylord
Gayla	f	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayle
Gayle	fm	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla
Gaylord	m	
Gaynor	f	
Gaz	m	Gareth,Gary
Gazbiyya	f	Gathbiyya,Jathbiyya,Jathibiyya
Gazsi	m	Gáspár
Gbemisola	f	
Gearalt	m	Gearóid
Gearóid	m	Gearalt
Gebahard	m	Gebhard
Gebhard	m	Gebahard
Gedaliah	m	
Gedalyahu	m	
Gedeon	m	
Geena	f	Eugenia,Gena,Genie,Georgeanna,Georgia,Georgiana,Georgina,Gina,Ginger,Ginnie,Ginny,Ina,Jeana,Jeanna,Jinny,Jorja,Regena,Regina,Virgee,Virgie,Virginia
Geert	m	Gerard,Gerd,Gerhard,Gerrit,Gert
Geertje	f	Geertruida,Gertie,Gertrude,Truus
Geertruida	f	Geertje,Gertie,Gertrude,Trudie,Trudy,Truus
Geevarghese	m	Varghese
Gefen	fm	
Geffrey	m	Geoff,Geoffrey,Jeffery,Jeffrey,Jeffry,Jep
Geghard	m	Keghart
Geir	m	
Geirr	m	
Gela	m	
Gellért	m	
Gelsomina	f	
Geltrude	f	
Gema	f	
Gemariah	m	
Gemaryahu	m	
Gemini	m	
Gemma	f	Jemma
Gena	fm	Eugenia,Genie,Gennadi,Gennadiy,Gennady,Genya,Georgeanna,Georgia,Georgiana,Georgina,Gina,Ginger,Ginnie,Ginny,Ina,Jeana,Jeanna,Jinny,Jorja,Regena,Regina,Virgee,Virgie,Virginia
Genadi	m	
Genādijs	m	
Gene	m	Eugene
Genesio	m	
Genesis	f	
Genesius	m	
Genette	f	Jeanette,Jeanne,Jeannette,Nettie
Geneva	f	Neva
Geneviève	f	Ginette
Genevieve	f	
Genevra	f	
Genghis	m	
Genie	f	Eugenia,Gena,Gina,Jeana,Jeanna
Genís	m	
Genista	f	
Genko	m	Evgeni,Geno,Georgi
Gennadi	m	Gena,Gennadiy,Gennady,Genya
Gennadios	m	Gennadius
Gennadius	m	Gennadios
Gennadiy	m	Gena,Gennadi,Gennady,Genya
Gennadiya	f	
Gennady	m	Gena,Gennadi,Gennadiy,Genya
Gennarino	m	Gennaro,Rino
Gennaro	m	Gennarino,Rino
Geno	m	Evgeni,Genko,Georgi
Genovaitė	f	
Genovefa	f	
Genoveffa	f	
Genoveva	f	
Genowefa	f	
Genrikh	m	
Gentian	m	
Gentiana	f	
Gentius	m	
Genya	m	Evgeni,Evgeniy,Evgeny,Gena,Gennadi,Gennadiy,Gennady,Yevgeni,Yevgeniy,Yevgeny,Zhenya
Geoff	m	Geoffrey,Jeffery,Jeffrey,Jeffry,Jep
Geoffrey	m	Geoff,Jeff,Jeffery,Jeffrey,Jeffry,Jep
Geoffroi	m	
Geoffroy	m	
Geordie	m	George,Georgie
Georg	m	Jockel,Jörg
George	m	Geordie,Georgie,Gheorghe,Ghiță
Georgeanna	f	Georgia,Georgiana,Georgina,Jorja
Georgei	m	
Georgene	f	
Georges	m	
Georgeta	f	Georgiana
Georgette	f	Georgine,Gigi
Georgi	m	Genko,Geno
Georgia	f	Georgeanna,Georgiana,Georgie,Georgina,Gina,Jorja
Georgiana	f	Georgeanna,Georgeta,Georgia,Georgie,Georgina,Gina,Jorja
Georgie	fm	Geordie,George,Georgeanna,Georgia,Georgiana,Georgina,Jorja
Georgijs	m	Georgs,Jurģis,Juris
Georgina	f	Gena,Georgeanna,Georgia,Georgiana,Georgie,Gina,Jeana,Jeanna,Jorja
Georgine	f	Georgette,Gigi
Georgios	m	Georgius,Giorgos,Yiorgos,Yorgos
Georgius	m	Georgios
Georgiy	m	Georgy,Iouri,Yegor,Yura,Yuri,Yuriy,Yury
Georgo	m	
Georgs	m	Georgijs,Jurģis,Juris
Georgy	m	Georgiy,Iouri,Yegor,Yura,Yuri,Yuriy,Yury
Gera	m	
Geraint	m	
Gérald	m	Géraud
Gerald	m	Gerold,Gerry,Jerald,Jere,Jerold,Jerrold,Jerry
Géraldine	f	
Geraldine	f	Gerry,Jeri,Jerri,Jerrie,Jerry
Geraldo	m	
Gerallt	m	
Gérard	m	
Gerard	m	Geert,Gerd,Gerhard,Gerrit,Gerry,Gert
Gerarda	f	Gerry
Gerardo	m	Gherardo
Gerasim	m	
Gerasimos	m	
Géraud	m	Gérald
Gerben	m	
Gerbern	m	
Gerbold	m	
Gerd	mf	Geert,Gerard,Gerda,Gerhard,Gerrit,Gert,Gerðr,Hardy
Gerda	f	Dina,Gerarda,Gerd,Gerdina
Gerdina	f	Dina,Gerarda,Gerda
Gerel	f	
Geremia	m	
Gereon	m	Gerontius
Geretrudis	f	Gertrud
Gerfrid	m	
Gerfried	m	
Gergana	f	Gergina,Ginka
Gergely	m	Gergő
Gergina	f	Gergana,Ginka
Gergő	m	Gergely
Gerhard	m	Geert,Gerard,Gerd,Gerrit,Gerry,Gert,Hardy,Kai
Gerhardt	m	
Gerhild	f	
Gerhold	m	
Gerlach	m	
Gerlind	f	
Gerlinde	f	
Gerlof	m	
Germain	m	
Germaine	f	
Germán	m	
German	m	
Germana	f	
Germano	m	
Germanus	m	
Germogen	m	
Germund	m	
Gernot	m	
Gero	m	Gervas,Gervasius
Gerolamo	m	Girolamo
Gerold	m	Gerald
Gerolf	m	
Gerolt	m	Gerald
Gerónimo	m	
Geronimo	m	
Gerontius	m	Gereon
Gerrard	m	Gerard
Gerrit	m	Geert,Gerard,Gerd,Gerhard,Gerry,Gert,Jorrit,Jurre,Jurryt
Gerry	mf	Gerald,Geraldine,Gerard,Gerarda,Gerhard,Gerrit,Jerald,Jere,Jeri,Jerold,Jerri,Jerrie,Jerrold,Jerry
Gershom	m	Gershon
Gershon	m	Gershom
Gert	m	Geert,Gerard,Gerd,Gerhard,Gerrit,Hardy
Gerðr	f	Gerd
Gertie	f	Geertje,Geertruida,Gertrude,Trudi,Trudie,Trudy,Truus
Gertraud	f	Gertrud,Gesine,Traudl,Trudi
Gertrúd	f	
Gertrud	f	Geretrudis,Gertraud,Gesine,Traudl,Trudi
Gertrúda	f	
Gertrūda	f	
Gertruda	f	
Gertrude	f	Geertje,Geertruida,Gertie,Trudi,Trudie,Trudy,Truus
Gertrudes	f	
Gertrudis	f	
Gertruida	f	
Gerulf	m	
Gervais	m	
Gervaise	f	
Gervas	m	Gero,Gervasius
Gervase	m	
Gervásio	m	
Gervasio	m	
Gervasius	m	Gero,Gervas
Gerwazy	m	
Gesine	f	Gertraud,Gertrud,Trudi
Gessica	f	Jessica
Gethin	m	
Gethsemane	f	
Geula	f	
Gevorg	m	Kevork
Géza	m	
Gezabele	f	
Ghada	f	
Ghadir	f	
Ghalib	m	
Ghaliya	f	
Ghassan	m	
Ghayth	m	
Ghenadie	m	
Gheorghe	m	George,Ghiță
Gherardo	m	Gerardo
Ghislain	m	
Ghislaine	f	Ghyslaine
Ghiță	m	George,Gheorghe
Ghjaseppu	m	
Ghjulia	f	
Ghjuvan	m	Ghjuvanni
Ghjuvanna	f	
Ghjuvanni	m	Ghjuvan
Gholam	m	
Ghoncheh	f	
Ghufran	fm	
Ghulam	m	
Ghyslain	m	Ghislain
Ghyslaine	f	Ghislaine
Gia	f	Gianna,Giannina,Giò,Giovanna,Nina,Vanna
Giacinta	f	
Giacinto	m	
Giacobbe	m	
Giacoma	f	Giacomina
Giacomina	f	Giacoma
Giacomo	m	
Giada	f	
Giambattista	m	
Giampaolo	m	
Giampiero	m	
Gian	m	Gianni,Giannino,Giò,Giovanni,Vanni
Giancarlo	m	
Gianfranco	m	
Giang	fm	
Gianis	m	Yanis
Gianluca	m	
Gianluigi	m	
Gianmarco	m	
Gianmaria	m	
Gianna	f	Giannina,Giò,Giovanna,Ioanna,Nana,Nina,Vanna,Yanna,Yianna
Gianni	m	Gian,Giannino,Giò,Giovanni,Nino,Vanni
Giannina	f	Gianna,Giò,Giovanna,Nina,Vanna
Giannino	m	Gian,Gianni,Giò,Giovanni,Nino,Vanni
Giannis	m	Ioannis,Yanni,Yannis,Yianni,Yiannis
Giano	m	
Gianpaolo	m	
Gianpiero	m	
Gib	m	Gil,Gilbert
Gideon	m	Gidon
Gidie	m	
Gid'on	m	
Gidon	m	Gideon
Giedrė	f	
Giedrius	m	
Giffard	m	
Gifty	f	
Gigi	fm	Egidio,Georgette,Georgine,Gino,Giorgio,Luigi,Luigino,Virginie
Giiwedinokwe	f	
Gijs	m	Gijsbert
Gijsbert	m	Gijs,Jip
Gijsberta	f	Jip
Gil	m	Gib,Gilbert
Gilad	m	
Gilah	f	
Gilbert	m	Gib,Gil,Giselbert,Gisilbert
Gilberta	f	
Gilberte	f	
Gilberto	m	
Gilchrist	m	
Gilda	f	Ermenegilda
Gildo	m	Ermenegildo
Gilead	m	
Giles	m	
Gilgamesh	m	
Gili	fm	
Gill	f	Gillian,Jill,Jillian,Jillie,Jilly,Juliana,Julianna,Julianne
Gilles	m	
Gillespie	m	
Gillian	f	Gill,Jill,Jillian,Jillie,Jilly
Gillis	m	
Gilroy	m	
Giltbert	m	
Gina	f	Eugenia,Gena,Genie,Georgeanna,Georgia,Georgiana,Georgina,Ginger,Ginnie,Ginny,Giorgia,Giorgina,Ina,Jeana,Jeanna,Jinny,Jorja,Luigia,Luigina,Luisa,Regena,Regina,Regine,Virgee,Virgie,Virginia
Ginés	m	
Ginette	f	Geneviève
Ginevra	f	
Ginger	f	Gena,Gina,Ginnie,Ginny,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia
Ginka	f	Gergana,Gergina
Ginnie	f	Gena,Gina,Ginger,Ginny,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia
Ginny	f	Gena,Gina,Ginger,Ginnie,Jeana,Jeanna,Jinny,Virgee,Virgie,Virginia
Gino	m	Gigi,Giorgio,Luigi,Luigino
Gintaras	m	
Gintarė	f	
Gintautas	m	
Gio	m	Giorgi,Goga,Gogi
Giò	mf	Gian,Gianna,Gianni,Giannina,Giannino,Giovanna,Giovanni,Vanna,Vanni
Gioacchino	m	
Gioachino	m	
Giobbe	m	
Gioconda	f	
Gioele	m	Joele
Gioia	f	
Giona	m	
Gionata	m	
Giordano	m	
Giorgi	m	Gio,Goga,Gogi
Giorgia	f	Gina,Giorgina
Giorgina	f	Gina,Giorgia
Giorgino	m	Gigi,Gino,Giorgio
Giorgio	m	Gigi
Giorgos	m	Georgios,Yiorgos,Yorgos
Giosetta	f	
Giosuè	m	
Giotto	m	Ambrogio,Angelino,Angelo,Angiolo
Giovanbattista	m	
Giovanna	f	Gianna,Giannina,Giò,Nina,Vanna
Giovannetta	f	Gianna,Giannina,Giò,Giovanna,Vanna
Giovanni	m	Gian,Gianni,Giannino,Giò,Nino,Vanni
Giove	m	
Giraldo	m	
Girish	m	
Girisha	m	
Girolamo	m	Gerolamo
Ģirts	m	
Gisa	f	Gisela
Gisbert	m	
Gisela	f	Gisa
Giselbert	m	Gilbert,Gisilbert
Gisèle	f	
Gisella	f	
Giselle	f	Gisselle
Giselmund	m	
Gisila	f	
Gisilbert	m	Gilbert,Giselbert
Gisilfrid	m	
Gislenus	m	Gislin
Gislin	m	Gislenus
Gismund	m	
Gisselle	f	Giselle
Gita	f	Brigita,Margita
Githa	f	Gytha
Gitta	f	Brigitta,Brigitte,Margaréta,Margit
Gittan	f	Berit,Birgit,Birgitta,Brita,Britt,Britta
Gitte	f	Berit,Birgit,Birgitta,Birgitte,Birte,Birthe
Gittel	f	
Giuanna	f	
Giuanne	m	Juanne
Giuditta	f	
Giulia	f	Giulietta
Giuliana	f	Liana
Giuliano	m	
Giulietta	f	Giulia
Giulio	m	
Giunone	f	
Giuseppa	f	Giuseppina,Giusi,Giusy,Pina
Giuseppe	m	Beppe,Giusi,Peppe,Peppino,Pino
Giuseppina	f	Giuseppa,Giusi,Giusy,Pina
Giusi	mf	Beppe,Giuseppa,Giuseppe,Giuseppina,Giusy,Peppe,Peppino,Pina,Pino
Giustina	f	
Giustino	m	
Giusto	m	
Giusy	f	Giuseppa,Giuseppina,Giusi
Givi	m	
Gizella	f	Gizi
Gizem	f	
Gizi	f	Gizella
Gjergj	m	
Gjon	m	
Gjord	m	Gjurd
Gjorgji	m	Gorgi
Gjurd	m	Gjord
Gladwin	m	
Gladwyn	m	
Gladys	f	Gwladus,Gwladys
Glædwine	m	
Glafira	f	
Glanville	m	
Glaphyra	f	
Gláucia	f	
Glaucia	mf	
Gláucio	m	
Glauco	m	
Glaucus	m	Glaukos
Glaukos	m	Glaucus
Glaw	mf	
Gleb	m	
Glen	m	
Glenda	f	Glenna
Glendower	m	Glyndwr
Glenice	f	Glennis,Glenys,Glynis
Glenn	m	
Glenna	f	Glenda
Glennis	f	Glenice,Glenys,Glynis
Glenys	f	Glenice,Glennis,Glynis
Gligor	m	
Glika	f	
Glikeriya	f	
Glinda	f	
Glooscap	m	
Glória	f	
Gloria	f	
Gloriana	f	
Glorinda	f	
Glory	f	
Glukel	f	
Glykeria	f	
Glyn	m	Glynn
Glyndwr	m	Glendower
Glynis	f	Glenice,Glennis,Glenys
Glynn	m	Glyn
Gnaeus	m	Cnaeus
Gobán	m	
Gobind	m	Govind
Gobinda	m	
Gobinet	f	Gobnait,Gobnet
Gobnait	f	Gobinet,Gobnet
Gobnata	f	
Gobnet	f	Gobinet,Gobnait
Gocha	m	
Goda	mf	
Godabert	m	
Godafrid	m	
Godascalc	m	
Goddard	m	
Godefroy	m	
Godehard	m	
Godelieve	f	Lieve
Godeliva	f	
Godfrey	m	
Godfried	m	
Godgifu	f	Godiva
Godiva	f	Godgifu
Godofredo	m	
Godric	m	
Godtfred	m	
Godwine	m	
Godzilla	m	Gojira
Goemon	m	
Goffredo	m	
Gofraidh	m	
Goga	m	Gio,Giorgi,Gogi
Gogi	m	Gio,Giorgi,Goga
Gohar	fm	Kohar
Goibniu	m	
Goizane	f	
Goizargi	f	
Goizeder	f	
Gojira	m	Godzilla
Gojko	m	
Gökçe	f	
Göker	m	
Gökhan	m	
Göksu	mf	
Goku	m	Wukong
Gol	f	
Golbahar	f	
Golda	f	Goldie
Goldie	f	Golda
Goliath	m	
Gollum	m	
Golnar	f	
Gölnara	f	
Golnaz	f	
Golshan	fm	
Golyat	m	
Golzar	mf	
Goma	m	
Gomer	mf	
Gomes	m	
Gonca	f	
Gonçal	m	
Gonçalo	m	
Goneril	f	Gonorilla
Gonorilla	f	Goneril
Gönül	f	
Gonxhe	f	
Gonzalo	m	
Goodwin	m	
Gopal	m	
Gopala	m	
Gopinath	m	
Gopinatha	m	
Goraidh	m	
Göran	m	Örjan
Gøran	m	Ørjan
Goran	m	
Goranka	f	
Gord	m	Gorden,Gordie,Gordon,Gordy
Gordan	m	Danko
Gordana	f	Dana
Gorden	m	Gord,Gordie,Gordon,Gordy
Gordian	m	
Gordianus	m	
Gordie	m	Gord,Gorden,Gordon,Gordy
Gordon	m	Gord,Gorden,Gordie,Gordy
Gordy	m	Gord,Gorden,Gordie,Gordon
Gore	m	
Goretti	f	
Ġorġ	m	
Gorgi	m	Gjorgji
Gorica	f	
Gorka	m	
Gormflaith	f	Gormlaith
Gormlaith	f	Gormflaith
Goro	m	Gorō,Gorou
Gorō	m	Goro,Gorou
Goronwy	m	Gronw
Gorou	m	Goro,Gorō
Gosia	f	Greta,Małgorzata,Małgosia,Marzena
Gosse	m	
Gösta	m	Göstav,Gustaf,Gustav
Göstav	m	Gösta,Gustaf,Gustav
Gostislav	m	
Goswin	m	
Göta	f	
Gotam	m	
Gotama	m	
Göte	m	
Goteleib	m	
Gottfrid	m	
Gottfried	m	
Gotthard	m	
Gotthilf	m	
Gotthold	m	
Gottlieb	m	
Gottlob	m	
Gottschalk	m	
Gotzon	m	
Gotzone	f	
Goutam	m	Gautam
Gouyen	f	
Govad	m	
Govannon	m	
Govind	m	Gobind,Govinda
Govinda	m	Govind
Gowri	f	
Goyathlay	m	
Goyo	m	Gregorio
Gözde	f	
Gozzo	m	Gautbert,Gautselin
Graça	f	
Grace	f	Gracelyn,Gracelynn,Gracie
Gracelyn	f	Grace,Gracelynn,Gracie
Gracelynn	f	Grace,Gracelyn,Gracie
Gracia	f	Graciela
Graciana	f	
Graciano	m	
Gracie	f	Grace,Gracelyn,Gracelynn
Graciela	f	Gracia
Gracília	f	Graça
Gracja	f	
Gracjan	m	
Grady	m	
Graeme	m	
Graham	m	
Grahame	m	
Gráinne	f	Grania,Granya
Grania	f	Gráinne,Granya
Granit	m	
Grant	m	
Granville	m	
Granya	f	Gráinne,Grania
Gratia	f	
Gratian	m	
Gratiana	f	
Gratianus	m	
Gratien	m	
Gray	mf	Grey
Grayson	m	Greyson
Grazia	f	Graziella
Graziana	f	
Graziano	m	
Graziella	f	Grazia
Gražina	f	
Grażyna	f	
Gréagóir	m	
Greer	fm	
Greet	f	Greetje,Griet,Margaretha,Margreet,Margriet
Greetje	f	Greet,Griet,Margaretha,Margreet,Margriet
Greg	m	Gregg,Gregory
Grega	m	Gregor
Greger	m	
Gregers	m	
Gregg	m	Greg,Gregory
Grégoire	m	
Gregor	m	Grega,Greig,Griogair
Gregoria	f	
Gregório	m	
Gregorio	m	Goyo
Gregorios	m	Gregorius
Gregorius	m	Gregorios
Grégory	m	
Gregory	m	Greg,Gregg
Greig	m	Gregor,Griogair
Grenville	m	
Gresham	m	
Gréta	f	Margaréta,Margit,Margrét
Greta	f	Gosia,Gretchen,Grete,Gretel,Gretta,Małgorzata,Małgosia,Margareta,Margarete,Margarethe,Margarita,Margherita,Margit,Marit,Marita,Märta,Marzena,Meta,Rita
Gretchen	f	Greta,Grete,Gretel,Margareta,Margarete,Margarethe,Meta
Grete	f	Greta,Gretchen,Gretel,Grethe,Marga,Margareta,Margarete,Margarethe,Margit,Margrete,Margrethe,Marit,Marita,Merete,Meta,Mette
Gretel	f	Greta,Gretchen,Grete,Marga,Margareta,Margarete,Margarethe,Meta
Grethe	f	Grete,Margit,Margrete,Margrethe,Marit,Marita,Merete,Meta,Mette
Gretta	f	Greta
Grey	mf	Gray
Greyson	m	Grayson
Grga	m	Grgur
Grgur	m	Grga
Grid	f	Gríðr
Grier	m	
Griet	f	Greet,Greetje,Margaretha,Margreet,Margriet
Griffin	m	
Griffith	m	Gruffud,Gruffudd,Gruffydd,Guto
Grigol	m	
Grigor	m	Krikor
Grigore	m	
Grigori	m	Grigorii,Grigoriy,Grigory,Grisha
Grigorii	m	Grigori,Grigoriy,Grigory,Grisha
Grigorijs	m	
Grigorios	m	Grigoris
Grigoris	m	Grigorios
Grigoriy	m	Grigori,Grigorii,Grigory,Grisha
Grigory	m	Grigori,Grigorii,Grigoriy,Grisha
Grimaldo	m	
Grímhildr	f	
Grimhilt	f	Kriemhild
Grimwald	m	
Griogair	m	Gregor,Greig
Griselda	f	Zelda
Grisha	m	Grigori,Grigorii,Grigoriy,Grigory
Grishma	f	
Gríðr	f	Grid
Grizel	f	
Gro	f	
Gróa	f	
Gronw	m	Goronwy
Grosvenor	m	
Grover	m	
Grozda	f	Grozdana
Grozdan	m	
Grozdana	f	Grozda
Gruffud	m	Griffith,Gruffudd,Gruffydd,Guto
Gruffudd	m	Griffith,Gruffud,Gruffydd,Guto
Gruffydd	m	Griffith,Gruffud,Gruffudd,Guto
Grusha	f	Agrafena
Grwn	m	
Gry	f	
Grzegorz	m	
Guadalupe	fm	Lupe,Lupita
Gualberto	m	
Guálter	m	
Gualterio	m	Gutierre
Gualtiero	m	
Guanting	mf	
Guanyu	mf	
Guarin	m	
Guda	m	Juda
Gudbrand	m	
Gudina	m	
Gudmund	m	
Gudrun	f	Guro,Guðrún
Guendolen	f	Gwen,Gwendoline,Gwendolyn
Guenevere	f	
Guenièvre	f	
Guerino	m	
Guglielmo	m	
Gugulethu	f	
Gui	m	Guilherme
Guido	m	
Guifré	m	
Guilherme	m	Gui
Guillaume	m	
Guillem	m	Guim
Guillermo	m	
Guim	m	Guillem
Guinevere	f	
Guiomar	fm	
Guiscard	m	
Guiying	mf	
Gül	f	
Gul	mf	
Gülay	f	
Gulbadan	f	
Gülbahar	f	
Gulbahar	fm	
Gulbrand	m	Gudbrand
Gulbrandr	m	Guðbrandr
Gülçin	f	
Gülden	f	
Guli	f	
Gulisa	f	
Gülistan	f	
Gulistan	f	
Gülizar	f	
Gull	f	
Gulla	f	Guðlaug,Guðleif
Gulmira	f	
Gülnar	f	Gülnarə,Gulnara
Gulnar	f	Gulnara
Gülnarə	f	Gülnar,Gulnara
Gulnara	f	Gülnar,Gulnar,Gülnarə
Gülnaz	f	
Gulnaz	f	
Gulnora	f	
Gülnur	f	
Gulrukh	f	
Gülşen	f	
Gulshan	m	
Gülten	f	
Gulumbu	f	
Gulzar	mf	
Gumarich	m	
Gun	f	Gunn
Gunārs	m	
Günay	fm	
Gunborg	f	
Gunda	f	Gundula
Gundahar	m	Günther
Gunder	m	Gunnar
Gundhram	m	
Gundisalvus	m	
Gundula	f	Gunda
Günel	f	
Gunhild	f	Gunilla,Gunnel,Gunnhild
Gunhilda	f	
Gunilla	f	Gunhild,Gunnel
Gunn	f	Gun
Gunna	f	
Gunnar	m	Gunder,Gunnarr
Gunnarr	m	Gunnar
Gunnbjǫrg	f	
Gunne	m	
Gunnel	f	Gunhild,Gunilla
Gunner	m	
Gunnhild	f	Gunhild
Gunnhildr	f	
Gunnhildur	f	
Gunni	m	
Gunnr	f	
Gunnvaldr	m	
Gunnvǫr	f	
Gunnvor	f	
Günter	m	Günther
Gunter	m	
Günther	m	Gundahar,Günter
Gunther	m	
Guntram	m	
Guntur	m	
Gunvald	m	
Gunvor	f	
Guo	mf	
Gurdeep	mf	
Gurgen	m	
Gurmeet	mf	
Guro	f	Gudrun
Gurpreet	mf	
Gürsel	m	
Gurutz	m	
Gurutze	f	
Gus	m	Angus,August,Costas,Konstadinos,Konstantinos,Kostas,Kostis
Gussie	f	Augusta
Gust	m	Gustaaf,Guus
Gusta	f	
Gustaaf	m	Gust,Guus
Gustaf	m	Gösta,Göstav,Gustav
Gustav	m	Gösta,Göstav,Gustaf
Gustave	m	
Gustavo	m	
Gustavs	m	
Gustaw	m	
Gusti	m	
Gusztáv	m	
Guðbrandr	m	Gulbrandr
Guðfriðr	m	
Guðini	m	
Guðlaug	f	Gulla
Guðleif	f	Gulla
Guðleifr	m	
Guðmundr	m	
Guðmundur	m	
Guðni	m	
Guðríðr	f	Gyða
Guðríður	f	Gyða
Guðrún	f	Gudrun
Gutierre	m	
Guto	m	Griffith,Gruffud,Gruffudd,Gruffydd
Guus	m	Gust,Gustaaf
Guusje	f	
Güvenç	m	
Guy	m	Gai
Gvidas	m	
Gwalchmei	m	
Gwallter	m	
Gwandoya	m	
Gwawr	f	
Gwen	f	Gwendolen,Gwendoline,Gwendolyn,Gwenllian
Gwenaël	m	Naël
Gwenaëlle	f	
Gwenda	f	
Gwendal	m	
Gwendolen	f	Gwen,Gwendoline,Gwendolyn
Gwendoline	f	Gwen,Gwendolen,Gwendolyn
Gwendolyn	f	Gwen,Gwendolen,Gwendoline
Gweneth	f	Gwenith,Gwenyth,Gwyneth
Gwenevere	f	Gaynor
Gwenfrewi	f	Winifred,Winnifred
Gwenhwyfar	f	
Gwenith	f	Gweneth,Gwenyth,Gwyneth
Gwenllian	f	Gwen
Gwenneg	m	Winoc
Gwenneth	f	Gweneth,Gwenith,Gwenyth,Gwyneth
Gwenyth	f	Gweneth,Gwenith,Gwyneth
Gwil	m	Gwilim,Gwillym,Gwilym
Gwilherm	m	
Gwilim	m	Gwil,Gwillym,Gwilym
Gwillym	m	Gwil,Gwilim,Gwilym
Gwilym	m	Gwil,Gwilim,Gwillym
Gwladus	f	Gladys,Gwladys
Gwladys	f	Gladys,Gwladus
Gwrtheyrn	m	
Gwydion	m	
Gwyn	m	Gwynn,Wyn,Wynn,Wynne
Gwynedd	fm	
Gwyneira	f	
Gwyneth	f	Gweneth,Gwenith,Gwenyth
Gwynfor	m	Wynfor
Gwynn	m	Gwyn,Wyn,Wynn,Wynne
Gwythyr	m	
Gyatso	m	
Gyda	f	
Gyeong	mf	Kyung
Gyeong-Hui	f	Kyung-Hee
Gyeong-Ja	f	Kyung-Ja
Gyeong-Suk	f	Kyung-Sook
Gyles	m	Giles
Gyneth	f	
Gyöngyi	f	
Gyöngyvér	f	
György	m	Gyuri
Györgyi	f	Györgyike
Györgyike	f	Georgina,Györgyi
Győző	m	
Gypsy	f	
Gyða	f	Guðríðr,Guðríður
Gytha	f	Githa
Gyula	m	
Gyuri	m	György
Hà	fm	
Haakon	m	Håkon
Haamid	m	Hamed,Hamid
Habacuc	m	Abacuc
Habakkuk	m	
Habib	m	
Habiba	f	
Habibullah	m	
Hacer	f	
Hachiro	m	Hachirō,Hachirou
Hachirō	m	Hachiro,Hachirou
Hachirou	m	Hachiro,Hachirō
Hacî	m	
Hacı	m	
Hadad	m	
Hadar	fm	
Hadas	f	
Hadasa	f	Hadassah
Hadassah	f	Hadasa
Hades	m	Haides
Hadewidis	f	
Hadewig	f	
Hadewych	f	Hedy
Hadi	m	Hédi
Hadia	f	Hadiya,Hadya
Hadil	f	
Hadiya	f	Hadia,Hadya
Hadiye	f	
Hadiyya	f	
Hadiza	f	
Hadley	fm	
Hadrian	m	
Hadriana	f	
Hadrianus	m	
Hadrien	m	
Hadubert	m	
Hadufuns	m	Alfons
Hadya	f	Hadia,Hadiya
Hadyn	mf	Hayden
Haerviu	m	
Haf	f	
Hafeez	m	Hafiz
Hafiz	m	Hafeez
Hafsa	f	Hafsah,Hafza
Hafsah	f	Hafsa,Hafza
Hafsat	f	
Hafza	f	Hafsa,Hafsah
Hagano	m	Hagen
Hagar	f	
Hagen	m	Hagano
Haggai	m	
Haggith	f	
Hagir	f	Hajar
Hagit	f	
Hagne	f	Agnes
Hagop	m	Hakob
Hải	m	
Hai	mf	
Haidar	m	Haider,Hayder,Hyder
Haidee	f	
Haider	m	Haidar,Hayder,Hyder
Haides	m	Hades
Haifa	f	Hayfa
Haig	m	Haik,Hayk
Haik	m	Haig,Hayk
Hailee	f	Hailey,Hailie,Haleigh,Haley,Haylee,Hayleigh,Hayley,Haylie
Hailey	f	Hailee,Hailie,Haleigh,Haley,Haylee,Hayleigh,Hayley,Haylie
Hailie	f	Hailee,Hailey,Haleigh,Haley,Haylee,Hayleigh,Hayley,Haylie
Hailwic	f	
